subject_id,age,ethnicity_group,face_height_mm,face_width_mm,facial_index,head_length_mm,head_breadth_mm,cephalic_index,interpupillary_distance_mm,ear_width_mm,ear_length_mm,ear_anchor_offset_x_mm,ear_anchor_offset_y_mm,nose_width_mm,jaw_width_mm,neck_length_mm,neck_width_mm,face_shape,skin_tone_fitzpatrick
S0319,20,Indo-Nepalese,120.3,126.5,95.1,171.3,130.5,76.18,64.0,36.2,54.5,7.31,12.08,36.5,111.4,95.2,110.7,Oval,Type_III
S0320,23,Indo-Nepalese,119.1,126.7,94.0,168.9,130,76.97,60.4,33.0,59.4,11.71,13.14,41.3,113.6,95.1,117.1,Round,Type_III
S0321,19,Tibeto-Nepalese,120.5,130.2,92.55,190.6,158.3,83.05,59.9,35.7,51.1,7.78,14.04,36.3,112.1,101.2,120.3,Heart,Type_III
S0322,18,Tibeto-Nepalese,125.4,117.3,106.91,191.4,150.4,78.58,60.4,30.6,53.9,6.92,13.93,37.8,105.5,93.1,102.7,Round,Type_III
S0323,21,Tibeto-Nepalese,124.1,123.5,100.49,182.5,154.2,84.49,60.7,29.4,61.1,8.73,12.56,34.6,105.6,99.3,105.7,Oval,Type_IV
S0324,24,Indigenous-Nepalese,117.8,117.9,99.92,179.8,146.0,81.2,62.4,32.0,57.9,7.19,12.72,34.2,100.1,108.9,107.4,Oblong,Type_IV
S0325,22,Indo-Nepalese,113.4,137.4,82.53,178.2,143.2,80.36,60.8,36.7,61.6,6.29,9.66,32.3,125.8,98.3,129.1,Square,Type_III
S0326,18,Indo-Nepalese,107.6,120.3,89.44,176.4,134.8,76.42,65.7,29.5,60.8,7.44,18.91,34.8,104.8,105.1,110.6,Round,Type_V
S0327,20,Indigenous-Nepalese,110.3,132.8,83.06,187.1,154.5,82.58,62.1,35.1,66.0,8.29,18.26,29.8,111.9,109.9,116.2,Oblong,Type_IV
S0328,21,Tibeto-Nepalese,108.2,108.4,99.82,181.1,141.2,77.97,64.1,26,50.4,8.17,15.43,32.3,94.2,85.3,98.8,Round,Type_III
S0329,22,Tibeto-Nepalese,124.0,132.3,93.73,175.6,142.8,81.32,57.6,35.8,65.6,6.92,12.56,34.6,115.6,93.3,117.7,Diamond,Type_III
S0330,25,Tibeto-Nepalese,115.8,131.0,88.4,174.5,145.3,83.27,63.6,32.1,54.8,9.27,13.8,34.9,111.0,94.1,113.8,Oblong,Type_III
S0331,23,Tibeto-Nepalese,120.0,116.8,102.74,170.6,130,76.2,63.5,29.6,55.6,6.95,11.17,35.5,101.4,90.2,105.6,Heart,Type_III
S0332,20,Tibeto-Nepalese,124.9,127.2,98.19,170.6,130,76.2,63.3,31.1,68,8.29,14.96,34.1,119.1,99.0,118.1,Round,Type_III
S0333,24,Tibeto-Nepalese,128.0,128.9,99.3,179.5,146.2,81.45,64.8,32.7,55.8,8.97,13.99,35.5,109.2,99.7,115.6,Square,Type_IV
S0334,20,Indigenous-Nepalese,127.1,124.5,102.09,184.4,150.1,81.4,65.8,31.5,56.9,9.54,15.64,36.0,106.1,82.3,109.5,Square,Type_III
S0335,18,Indigenous-Nepalese,124.8,118.8,105.05,175.3,135.2,77.12,63.4,32.8,54.1,9.15,11.47,38.5,111.1,109.6,113.9,Round,Type_IV
S0336,21,Tibeto-Nepalese,113.2,139.7,81.03,175.7,134.9,76.78,61.6,32.8,66.7,7.81,14.06,33.9,117.5,91.2,118.1,Oblong,Type_IV
S0337,24,Indo-Nepalese,114.2,125.2,91.21,181.3,157.1,86.65,54,36.2,62.3,8.72,14.03,35.2,110.3,96.8,109.3,Oblong,Type_IV
S0338,22,Indigenous-Nepalese,114.0,130.2,87.56,187.5,149.2,79.57,60.8,33.4,60.5,7.63,16.18,35.5,117.1,100.9,114.2,Oblong,Type_V
S0339,22,Tibeto-Nepalese,108.1,124.8,86.62,179.2,130,72.54,56.3,38.6,57.0,7.49,13.59,34.0,109.0,96.4,113.7,Oval,Type_III
S0340,21,Indigenous-Nepalese,110.7,120.6,91.79,180.7,144.3,79.86,63.8,31.7,54.2,9.91,12.35,37.0,106.2,100.0,105.9,Heart,Type_V
S0341,18,Tibeto-Nepalese,112.4,110.2,102.0,179.5,142.9,79.61,62.5,30.6,53.1,6.69,13.09,31.3,92.3,82.3,93.0,Diamond,Type_IV
S0342,19,Indo-Nepalese,117.1,133.6,87.65,187.9,156.4,83.24,70,37.0,52.5,8.9,11.67,35.0,112.7,105.3,121.2,Heart,Type_IV
S0343,20,Indo-Nepalese,114.3,121.8,93.84,180.6,143.3,79.35,69.3,29.8,56.5,7.06,14.64,33.8,108.0,87.0,119.2,Heart,Type_III
S0344,25,Indigenous-Nepalese,117.5,125.7,93.48,186.4,145.0,77.79,66.0,32.4,57.5,6.17,16.83,38.5,110.2,106.1,114.5,Diamond,Type_IV
S0345,22,Indigenous-Nepalese,110.8,137.4,80.64,189.5,151.1,79.74,63.0,34.4,68,7.02,13.86,33.5,127.4,104.3,123.3,Round,Type_IV
S0346,25,Tibeto-Nepalese,118.3,120.5,98.17,174.5,145.3,83.27,69.0,31.3,62.7,8.44,12.81,34.2,101.4,95.9,106.2,Square,Type_IV
S0347,23,Indigenous-Nepalese,116.8,112.9,103.45,183.3,133.6,72.89,60.9,27.8,55.1,9.19,17.57,32.2,101.4,105.6,101.1,Oblong,Type_III
S0348,21,Indigenous-Nepalese,116.2,126.3,92.0,175.6,141.7,80.69,60.8,33.0,64.8,6.84,14.19,33.7,108.6,94.6,110.9,Square,Type_IV
S0349,20,Indigenous-Nepalese,113.4,114.3,99.21,190.7,145.4,76.25,63.9,33.4,61.5,9.8,12.14,35.9,102.2,84.8,96.9,Round,Type_IV
S0350,20,Indigenous-Nepalese,122.1,130.0,93.92,178.3,138.0,77.4,59.6,34.4,62.7,7.6,10.6,36.6,117.5,98.8,126.2,Heart,Type_III
S0351,18,Indo-Nepalese,120.1,108.2,111.0,180.0,141.3,78.5,56.3,30.5,55.5,7.85,10.47,32.0,95.5,101.1,102.9,Diamond,Type_III
S0352,22,Indo-Nepalese,117.6,132.8,88.55,194.8,156.7,80.44,61.2,30.2,58.1,8.26,15.16,34.9,123.1,94.6,128.7,Oval,Type_IV
S0353,25,Indo-Nepalese,124.3,114.2,108.84,181.4,141.6,78.06,61.8,30.7,52.6,8.5,12.98,31.3,101.7,94.9,110.4,Heart,Type_V
S0354,24,Indo-Nepalese,116.3,127.1,91.5,184.5,156.0,84.55,60.9,31.3,61.1,8.26,10.63,33.7,110.9,81.9,118.3,Heart,Type_III
S0355,18,Indigenous-Nepalese,133.1,128.2,103.82,200,144.9,72.45,60.6,34.0,56.4,5.64,13.78,35.2,111.3,103.7,115.1,Round,Type_IV
S0356,24,Indigenous-Nepalese,107.4,128.4,83.64,169.7,140.0,82.5,64.5,36.3,60.1,6.59,15.94,33.5,111.4,97.2,114.2,Oval,Type_IV
S0357,18,Tibeto-Nepalese,124.3,120.6,103.07,183.2,143.2,78.17,61.8,31.2,57.2,7.89,13.72,32.9,106.5,101.8,104.2,Oval,Type_III
S0358,25,Tibeto-Nepalese,110.0,123.9,88.78,182.6,159.1,87.13,66.2,31.8,59.8,6.12,14.35,33.1,110.9,81.7,110.2,Oblong,Type_III
S0359,25,Tibeto-Nepalese,114.2,127.8,89.36,170.9,141.0,82.5,61.8,35.5,55.5,7.85,17.56,33.3,111.6,104.6,112.8,Heart,Type_V
S0360,22,Indigenous-Nepalese,106.8,125.1,85.37,186.4,159.8,85.73,65.3,30.8,61.2,8.91,11.01,32.4,113.9,96.5,116.7,Oblong,Type_III
S0361,19,Indo-Nepalese,113.2,113.7,99.56,187.2,152.4,81.41,64.9,29.8,50.5,7.47,16.26,34.3,103.1,93.6,103.2,Oval,Type_III
S0362,19,Tibeto-Nepalese,125.6,118.3,106.17,186.2,138.8,74.54,59.4,31.0,59.7,8.5,15.78,34.4,107.5,93.2,112.9,Diamond,Type_V
S0363,19,Indo-Nepalese,110.0,127.0,86.61,182.5,149.6,81.97,58.5,33.6,58.6,6.86,10.76,37.5,108.9,115,121.4,Heart,Type_IV
S0364,21,Indo-Nepalese,124.8,108.8,114.71,181.8,148.8,81.85,58.1,32.8,54.2,8.42,15.24,33.8,93.2,83.5,96.4,Oval,Type_IV
S0365,19,Indo-Nepalese,117.3,112.6,104.17,181.2,143.0,78.92,64.5,35.3,49.7,8.8,12.04,37.3,97.7,84.1,95.5,Oblong,Type_IV
S0366,21,Tibeto-Nepalese,133.6,130.0,102.77,176.3,144.8,82.13,54,29.7,62.5,8.12,16.96,33.9,104.1,102.7,98.8,Square,Type_IV
S0367,25,Tibeto-Nepalese,122.5,121.1,101.16,186.1,135.2,72.65,64.4,29.2,57.7,8.61,12.87,34.3,104.5,98.0,110.3,Round,Type_IV
S0368,22,Tibeto-Nepalese,121.9,134.5,90.63,184.3,163.2,88.55,58.7,36.4,67.7,6.42,14.93,35.3,115.3,102.2,116.0,Round,Type_III
S0369,19,Tibeto-Nepalese,108.5,121.4,89.37,176.7,141.2,79.91,60.1,38.6,48.6,10.6,14.7,34.2,106.1,93.7,106.3,Diamond,Type_IV
S0370,20,Tibeto-Nepalese,120.2,109.9,109.37,189.2,150.6,79.6,64.6,30.5,56.6,6.13,12.61,32.8,92.4,107.1,91.1,Oblong,Type_V
S0371,23,Indo-Nepalese,114.9,130.9,87.78,187.0,153.6,82.14,60.3,29.0,57.4,6.6,16.88,33.6,109.8,97.8,112.2,Oval,Type_V
S0372,20,Indo-Nepalese,116.4,117.0,99.49,192.6,157.2,81.62,60.8,32.9,58.0,6.52,17.79,37.3,101.7,97.8,98.2,Round,Type_III
S0373,20,Tibeto-Nepalese,121.0,131.8,91.81,190.0,153.0,80.53,55.8,38.5,54.6,9.21,14.44,32.2,114.9,101.4,112.6,Diamond,Type_V
S0374,18,Tibeto-Nepalese,128.2,124.4,103.05,184.9,143.2,77.45,62.9,33.7,58.1,9.29,11.05,36.6,104.9,87.8,107.2,Oval,Type_V
S0375,24,Indigenous-Nepalese,131.2,115.9,113.2,177.0,136.4,77.06,65.2,30.1,52.5,7.91,16.15,36.8,97.1,95.1,98.2,Diamond,Type_V
S0376,25,Tibeto-Nepalese,129.8,123.9,104.76,186.1,145.8,78.34,59.9,37.1,54.4,8.72,13.17,33.1,106.1,91.4,115.1,Oblong,Type_III
S0377,23,Tibeto-Nepalese,111.4,106.3,104.8,167.9,130,77.43,54,26,53.5,8.24,11.26,33.7,96.9,93.0,93.4,Oblong,Type_III
S0378,22,Indigenous-Nepalese,122.8,125.6,97.77,182.5,147.8,80.99,61.3,33.6,57.8,6.71,11.41,35.2,113.0,96.7,122.2,Oblong,Type_V
S0379,23,Indigenous-Nepalese,107.1,107.0,100.09,185.1,130.2,70.34,61.6,31.1,48,8.73,14.37,33.6,90,90.3,92.4,Square,Type_IV
S0380,18,Indo-Nepalese,123.4,123.4,100.0,193.5,147.0,75.97,64.3,33.7,57.1,7.67,14.92,36.2,109.7,92.0,106.4,Oval,Type_IV
S0381,20,Tibeto-Nepalese,106.7,130.4,81.83,185.4,165.5,89.27,63.0,32.9,68,8.02,14.38,34.2,114.1,82.2,110.6,Square,Type_III
S0382,20,Tibeto-Nepalese,114.2,112.7,101.33,175.3,146.7,83.69,65.3,26.1,54.8,7.4,13.3,33.3,95.9,101.7,102.6,Oval,Type_V
S0383,19,Indo-Nepalese,106.3,126.4,84.1,180.9,147.8,81.7,61.0,37.9,51.8,8.46,14.46,35.9,105.4,107.5,108.4,Oval,Type_III
S0384,24,Indo-Nepalese,122.3,126.7,96.53,187.5,167.0,89.07,64.4,32.8,57.8,7.36,14.73,33.0,108.1,90.3,114.2,Square,Type_V
S0385,20,Tibeto-Nepalese,120.5,131.6,91.57,181.1,148.4,81.94,59.2,36.1,64.9,10.26,14.43,33.3,113.3,92.7,116.8,Heart,Type_IV
S0386,22,Tibeto-Nepalese,117.0,126.0,92.86,185.3,135.6,73.18,62.0,35.0,62.5,9.37,13.88,31.9,114.5,100.7,114.0,Oval,Type_V
S0387,19,Tibeto-Nepalese,112.0,120.3,93.1,176.3,140.5,79.69,58.7,32.9,63.5,6.63,15.84,33.8,106.6,94.1,114.1,Oval,Type_IV
S0388,18,Tibeto-Nepalese,123.4,118.6,104.05,171.4,130,75.85,65.9,32.5,61.7,6.79,14.36,36.3,109.2,94.6,109.5,Round,Type_IV
S0389,24,Indo-Nepalese,120.5,115.0,104.78,195.0,144.0,73.85,59.9,29.0,54.9,8.28,11.64,34.6,90.8,101.9,90,Heart,Type_V
S0390,20,Indo-Nepalese,125.4,127.8,98.12,178.5,135.5,75.91,61.3,34.0,63.4,6.7,14.08,37.8,110.5,95.7,114.1,Round,Type_III
S0391,23,Tibeto-Nepalese,103.9,127.4,81.55,183.0,159.1,86.94,58.6,35.0,58.4,7.93,16.44,36.3,109.4,88.2,118.7,Square,Type_IV
S0392,19,Indo-Nepalese,107.4,116.8,91.95,178.6,143.2,80.18,62.7,30.5,54.7,7.86,11.49,34.5,105.4,95.5,110.2,Round,Type_III
S0393,25,Indigenous-Nepalese,111.6,135.0,82.67,189.4,160.5,84.74,64.2,31.7,66.5,8.41,13.06,36.4,118.1,108.6,116.1,Oblong,Type_IV
S0394,18,Indo-Nepalese,104.5,121.3,86.15,186.8,151.9,81.32,57.3,31.7,59.4,7.71,12.55,34.6,102.2,95.7,98.9,Diamond,Type_IV
S0395,19,Indo-Nepalese,111.0,112.1,99.02,172.9,132.7,76.75,58.8,27.4,48.6,8.02,12.56,32.5,99.9,115,93.7,Square,Type_IV
S0396,18,Indigenous-Nepalese,116.8,127.2,91.82,192.3,154.8,80.5,57.8,29.9,61.8,7.6,12.93,32.1,109.5,94.3,108.8,Square,Type_IV
S0397,23,Indo-Nepalese,121.0,130.1,93.01,180.8,135.2,74.78,64.4,38.4,66.1,9.34,14.49,35.8,113.1,104.0,114.2,Square,Type_V
S0398,23,Tibeto-Nepalese,109.0,140.5,77.58,166.4,132.5,79.63,60.3,38.0,68,8.28,12.66,33.2,127.9,91.3,127.1,Oblong,Type_IV
S0399,20,Indo-Nepalese,123.2,116.4,105.84,177.4,149.0,83.99,60.7,31.4,58.4,7.36,12.55,36.9,101.7,93.0,98.7,Square,Type_V
S0400,20,Tibeto-Nepalese,103.1,129.3,79.74,182.1,145.9,80.12,64.5,33.7,57.6,8.01,15.36,35.9,117.0,102.7,124.5,Heart,Type_IV
S0401,25,Tibeto-Nepalese,113.1,121.3,93.24,176.8,136.1,76.98,63.9,32.1,56.5,7.66,13.86,36.1,108.2,102.4,113.9,Oval,Type_V
S0402,20,Tibeto-Nepalese,121.4,136.7,88.81,185.5,149.2,80.43,58.9,38.7,62.3,5.58,16.71,31.9,127.8,98.9,128.2,Oblong,Type_V
S0403,19,Indigenous-Nepalese,108.6,132.0,82.27,182.0,135.7,74.56,68.3,39.1,67.7,9.26,13.74,33.2,113.2,87.9,115.5,Diamond,Type_IV
S0404,25,Tibeto-Nepalese,116.0,121.6,95.39,188.4,156.4,83.01,56.8,32.9,59.1,8.31,15.59,33.7,104.6,94.6,105.2,Diamond,Type_III
S0405,18,Indigenous-Nepalese,123.4,130.9,94.27,165.4,133.5,80.71,60.9,33.1,65.0,7.38,11.98,34.0,113.3,103.3,118.0,Round,Type_III
S0406,18,Indigenous-Nepalese,114.0,139.4,81.78,174.0,144.1,82.82,64.7,37.3,65.1,7.64,14.3,36.2,121.3,108.8,121.1,Diamond,Type_III
S0407,24,Indigenous-Nepalese,126.3,133.0,94.96,187.5,161.6,86.19,57.2,38.5,52.3,7.94,13.87,36.0,122.6,106.4,123.6,Oblong,Type_V
S0408,20,Indigenous-Nepalese,117.5,126.7,92.74,183.2,143.6,78.38,64.4,35.6,62.3,10.64,14.88,30.5,111.0,91.1,106.4,Heart,Type_IV
S0409,21,Indo-Nepalese,113.1,113.9,99.3,182.7,141.8,77.61,58.6,33.9,56.7,4.88,14.91,35.9,103.4,102.5,105.3,Oblong,Type_V
S0410,20,Indigenous-Nepalese,110.3,112.4,98.13,173.8,132.2,76.06,59.9,30.0,48,8.87,15.37,32.8,99.5,88.4,100.1,Heart,Type_III
S0411,24,Tibeto-Nepalese,128.0,109.2,117.22,183.1,147.2,80.39,61.1,26.9,48,8.51,13.11,36.1,101.6,96.5,106.7,Heart,Type_V
S0412,23,Indo-Nepalese,120.8,121.5,99.42,179.2,139.6,77.9,59.1,34.6,49.7,9.07,12.88,36.0,107.3,99.7,102.4,Square,Type_III
S0413,23,Indigenous-Nepalese,108.2,129.1,83.81,185.4,132.3,71.36,65.2,33.8,61.8,9.88,11.77,36.0,114.5,77.9,117.0,Diamond,Type_V
S0414,18,Tibeto-Nepalese,110.2,119.8,91.99,186.5,143.4,76.89,54,29.7,53.9,8.52,17.73,37.5,106.9,101.8,103.3,Oblong,Type_IV
S0415,19,Tibeto-Nepalese,116.2,125.1,92.89,182.0,162.7,89.4,63.6,35.9,60.9,6.91,13.47,36.4,111.9,88.0,121.6,Square,Type_IV
S0416,22,Tibeto-Nepalese,119.5,142.0,84.15,178.0,141.8,79.66,65.7,39.2,64.9,8.23,14.89,35.6,127.3,85.0,135,Heart,Type_IV
S0417,24,Indo-Nepalese,103.3,126.6,81.6,167.9,141.2,84.1,62.0,40,53.1,7.71,12.95,36.2,115.4,106.7,113.2,Heart,Type_V
S0418,21,Indo-Nepalese,120.5,133.6,90.19,187.7,146.2,77.89,58.8,39.8,62.6,7.59,14.28,35.0,119.0,99.2,116.0,Square,Type_V
S0419,21,Tibeto-Nepalese,107.4,130.4,82.36,177.2,131.9,74.44,66.8,36.2,55.3,7.29,13.65,34.8,106.3,88.9,113.7,Heart,Type_III
S0420,21,Tibeto-Nepalese,128.4,129.3,99.3,180.7,143.4,79.36,62.9,36.4,60.1,8.35,13.26,33.9,109.5,99.8,109.3,Oval,Type_V
S0421,21,Indigenous-Nepalese,108.6,116.5,93.22,180.9,150.4,83.14,69.2,34.5,59.5,8.44,13.32,36.1,93.9,101.8,95.8,Diamond,Type_V
S0422,22,Indo-Nepalese,105.2,128.8,81.68,175.1,138.4,79.04,61.9,32.2,63.9,9.94,17.33,32.5,114.5,98.7,120.6,Oval,Type_III
S0423,23,Indo-Nepalese,117.6,126.8,92.74,184.4,153.3,83.13,64.6,29.1,64.1,7.69,16.08,38.9,107.5,87.5,108.9,Heart,Type_III
S0424,25,Tibeto-Nepalese,119.8,128.8,93.01,187.4,154.3,82.34,64.1,34.4,64.2,8.35,11.86,33.1,109.4,94.9,109.6,Oblong,Type_V
S0425,19,Indigenous-Nepalese,119.9,123.9,96.77,186.4,144.5,77.52,58.9,34.7,63.0,9.11,14.91,31.2,110.2,90.5,117.0,Diamond,Type_III
S0426,23,Tibeto-Nepalese,115.9,134.7,86.04,185.4,152.4,82.2,59.4,36.8,59.3,7.38,15.95,35.0,108.8,88.0,116.3,Heart,Type_V
S0427,23,Indigenous-Nepalese,114.2,116.9,97.69,179.8,158.6,88.21,62.6,29.2,56.8,8.4,14.5,34.8,103.3,86.4,100.5,Heart,Type_V
S0428,19,Indo-Nepalese,119.3,120.7,98.84,180.4,151.3,83.87,65.3,29.3,51.0,7.02,10.11,35.3,105.2,96.1,114.6,Round,Type_IV
S0429,20,Indo-Nepalese,107.5,133.4,80.58,182.5,136.5,74.79,67.6,34.5,68,8.07,14.18,37.0,109.5,90.2,112.7,Heart,Type_III
S0430,25,Indo-Nepalese,106.1,123.0,86.26,177.1,130,73.4,60.6,38.0,57.9,7.69,11.97,35.7,105.3,88.8,113.1,Heart,Type_IV
S0431,18,Indigenous-Nepalese,115.9,106.2,109.13,179.0,143.8,80.34,59.8,29.2,48,6.57,11.89,35.8,96.5,80.6,94.3,Oblong,Type_IV
S0432,25,Indigenous-Nepalese,118.0,119.3,98.91,189.3,143.7,75.91,63.7,31.0,51.1,9.55,12.71,35.4,106.3,95.4,112.3,Heart,Type_IV
S0433,22,Indo-Nepalese,118.4,132.3,89.49,192.8,147.7,76.61,58.5,38.0,62.2,6.44,13.25,34.1,107.6,99.2,108.2,Oblong,Type_IV
S0434,20,Indigenous-Nepalese,125.7,126.1,99.68,170.9,144.3,84.44,57.7,32.0,59.2,7.74,16.92,36.1,109.5,102.0,111.9,Square,Type_IV
S0435,19,Tibeto-Nepalese,125.4,117.9,106.36,183.6,143.2,78.0,62.0,30.9,59.5,6.06,9.01,36.4,101.6,99.9,103.4,Round,Type_IV
S0436,22,Tibeto-Nepalese,117.0,124.0,94.35,183.6,152.3,82.95,61.2,30.8,56.6,5.53,12.04,39.3,105.4,94.4,115.3,Oval,Type_IV
S0437,24,Indo-Nepalese,115.8,129.8,89.21,175.8,147.5,83.9,62.5,38.6,59.6,7.56,14.61,34.6,111.7,88.4,115.1,Heart,Type_IV
S0438,21,Indo-Nepalese,124.4,126.5,98.34,178.1,141.1,79.23,65.6,37.8,58.4,6.88,10.97,32.7,112.7,97.9,112.5,Oval,Type_V
S0439,18,Indo-Nepalese,105.8,128.5,82.33,178.0,148.5,83.43,63.5,32.4,62.3,9.7,15.02,32.6,114.7,100.8,111.2,Diamond,Type_III
S0440,18,Indo-Nepalese,111.4,117.4,94.89,178.1,150.0,84.22,62.2,31.5,59.9,8.82,13.85,38.0,104.6,99.2,108.6,Heart,Type_V
S0441,19,Tibeto-Nepalese,123.0,100.2,122.75,193.4,149.2,77.15,59.7,26.9,48,8.89,11.35,34.1,90.3,100.5,90.7,Round,Type_V
S0442,23,Indo-Nepalese,125.4,124.1,101.05,187.3,132.3,70.64,66.3,32.1,59.6,8.93,12.42,36.6,106.7,103.4,112.1,Oblong,Type_III
S0443,23,Tibeto-Nepalese,126.2,125.9,100.24,181.6,139.8,76.98,57.9,26,51.4,9.79,11.59,36.3,111.2,91.2,106.2,Oval,Type_III
S0444,22,Indo-Nepalese,108.0,143.0,75.52,183.7,135.4,73.71,57.4,38.0,66.7,8.3,14.21,34.7,124.8,84.5,126.1,Round,Type_IV
S0445,24,Tibeto-Nepalese,116.2,131.3,88.5,175.6,134.5,76.59,61.8,39.5,64.6,8.02,12.4,39.2,113.2,95.0,113.6,Oval,Type_III
S0446,24,Indigenous-Nepalese,123.6,134.5,91.9,172.0,130,75.58,66.8,39.6,63.6,7.06,12.63,34.0,115.8,101.0,111.8,Heart,Type_IV
S0447,22,Indigenous-Nepalese,117.4,117.5,99.91,183.0,145.5,79.51,62.0,30.4,48.7,8.75,10.49,34.3,103.2,86.7,106.2,Oval,Type_IV
S0448,18,Tibeto-Nepalese,127.1,121.0,105.04,189.4,155.9,82.31,58.8,32.7,64.3,8.77,15.1,41.2,105.4,83.9,111.2,Oblong,Type_V
S0449,20,Indigenous-Nepalese,102.5,126.8,80.84,184.8,147.1,79.6,62.1,31.9,57.6,8.98,14.63,35.0,108.5,96.6,115.8,Diamond,Type_IV
S0450,18,Indo-Nepalese,113.5,123.8,91.68,188.2,150.1,79.76,57.3,34.6,55.7,9.14,11.6,33.0,106.0,92.3,107.4,Oval,Type_III
S0451,22,Indigenous-Nepalese,118.6,125.8,94.28,179.7,132.4,73.68,60.5,32.3,57.5,5.79,13.05,33.9,106.0,92.0,107.8,Square,Type_V
S0452,25,Indo-Nepalese,101.6,128.5,79.07,187.7,135.7,72.3,63.4,34.6,63.0,7.17,17.7,33.6,107.4,97.4,104.3,Diamond,Type_III
S0453,20,Indo-Nepalese,120.4,128.3,93.84,180.0,140.8,78.22,65.6,34.5,63.2,8.04,13.1,36.0,114.6,95.1,117.1,Heart,Type_IV
S0454,23,Tibeto-Nepalese,117.1,131.1,89.32,183.2,152.8,83.41,58.0,34.7,61.3,8.27,17.85,33.6,114.8,101.7,108.3,Oval,Type_V
S0455,25,Indigenous-Nepalese,117.0,124.8,93.75,185.5,156.9,84.58,63.5,36.4,60.2,6.62,13.35,33.8,102.1,88.5,101.6,Oval,Type_III
S0456,25,Tibeto-Nepalese,124.8,140.0,89.14,188.0,167.6,89.15,61.1,39.5,65.0,8.4,15.73,36.8,124.7,94.9,132.3,Heart,Type_V
S0457,20,Indo-Nepalese,121.4,128.2,94.7,175.7,132.8,75.58,56.3,33.3,60.0,7.18,12.93,34.7,111.6,99.2,117.5,Square,Type_V
S0458,19,Indo-Nepalese,131.1,127.5,102.82,188.3,161.8,85.93,62.6,28.1,54.9,8.02,13.15,31.5,117.5,78.0,125.6,Square,Type_V
S0459,24,Indigenous-Nepalese,119.9,115.2,104.08,193.1,135.1,69.96,62.2,27.8,52.8,6.33,18.63,33.4,100.4,89.8,98.5,Round,Type_IV
S0460,25,Indo-Nepalese,116.4,120.4,96.68,179.3,145.1,80.93,58.9,31.8,59.6,9.26,13.63,34.7,99.1,102.6,96.5,Oval,Type_IV
S0461,25,Tibeto-Nepalese,115.9,112.4,103.11,188.8,163.3,86.49,60.7,32.4,59.3,9.13,9.57,37.1,95.1,95.8,94.2,Heart,Type_III
S0462,19,Tibeto-Nepalese,116.7,133.4,87.48,188.4,145.5,77.23,66.7,30.7,62.7,8.64,14.03,35.7,119.8,89.0,125.0,Oblong,Type_IV
S0463,18,Indigenous-Nepalese,109.1,111.3,98.02,183.0,157.6,86.12,61.4,28.4,56.7,8.0,15.25,33.8,93.5,99.4,92.2,Round,Type_IV
S0464,21,Indo-Nepalese,113.6,130.7,86.92,182.4,145.5,79.77,58.4,37.6,59.6,10.44,9.89,31.7,113.5,94.9,117.5,Oval,Type_IV
S0465,25,Indo-Nepalese,117.8,107.4,109.68,176.6,142.0,80.41,63.6,30.6,52.2,8.22,15.66,32.8,94.6,91.7,92.3,Oval,Type_IV
S0466,22,Indigenous-Nepalese,126.3,125.1,100.96,176.7,131.7,74.53,61.8,37.3,50.8,7.68,13.68,35.9,107.2,95.3,111.7,Oblong,Type_V
S0467,25,Indo-Nepalese,117.3,119.7,97.99,180.3,135.5,75.15,59.8,36.1,64.1,6.99,14.68,34.9,101.1,100.3,102.8,Oval,Type_III
S0468,21,Indigenous-Nepalese,122.8,137.2,89.5,181.2,148.0,81.68,61.0,35.6,67.8,7.45,14.79,38.2,127.8,84.4,135,Heart,Type_III
S0469,19,Indo-Nepalese,122.2,107.8,113.36,184.4,162.4,88.07,61.7,29.4,51.6,8.25,10.32,38.6,90.6,104.4,96.7,Oblong,Type_V
S0470,19,Tibeto-Nepalese,111.0,126.1,88.03,178.3,136.4,76.5,67.1,33.1,57.1,8.31,14.37,34.8,115.1,114.4,115.0,Square,Type_III
S0471,25,Indo-Nepalese,114.8,120.7,95.11,182.8,150.0,82.06,58.7,29.9,56.8,7.87,18.82,35.3,104.8,100.9,108.3,Square,Type_III
S0472,18,Indo-Nepalese,109.7,121.1,90.59,176.0,141.9,80.62,58.3,33.5,58.5,7.72,13.4,36.3,107.1,97.7,104.1,Square,Type_IV
S0473,18,Indigenous-Nepalese,115.9,126.6,91.55,179.7,144.5,80.41,60.6,31.1,55.2,9.11,13.48,35.4,112.9,86.7,117.7,Oblong,Type_IV
S0474,23,Indigenous-Nepalese,107.2,124.4,86.17,174.4,130,74.54,62.9,32.6,61.2,6.52,13.86,35.6,114.5,88.0,116.8,Square,Type_III
S0475,22,Indigenous-Nepalese,115.7,129.6,89.27,190.9,157.4,82.45,68.0,35.3,59.0,7.02,11.45,36.2,114.7,101.0,118.6,Oblong,Type_III
S0476,19,Indo-Nepalese,103.2,112.2,91.98,180.6,141.1,78.13,65.8,27.3,52.8,7.62,12.21,36.9,98.0,97.4,100.2,Heart,Type_IV
S0477,18,Tibeto-Nepalese,120.1,120.8,99.42,176.0,134.9,76.65,55.1,33.0,56.6,7.49,16.74,35.6,100.8,88.8,101.7,Heart,Type_V
S0478,18,Indigenous-Nepalese,120.6,124.0,97.26,187.1,148.3,79.26,60.8,33.3,55.4,10.46,8.17,39.8,102.9,100.9,104.4,Heart,Type_IV
